name,price,mileage,transmission,range_km,fuel,city,road_accident,link
Новий Kia Sportage 2025,30 985 $,Без пробігу,Роботизована,,"Гібрид (MHEV), 1.6 л",Рівне (Рівне),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-kia-sportage-2045884.html
Новий Citroen Berlingo 2026,27 022 $,Без пробігу,Механічна,,"Дизель, 1.5 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-citroen-berlingo-2049673.html
Новий Kia Sportage 2026,30 094 $,Без пробігу,Роботизована,,"Бензин, 1.6 л",Хмельницький,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-kia-sportage-2055160.html
Новий Kia Sportage 2026,30 094 $,Без пробігу,Роботизована,,"Бензин, 1.6 л",Хмельницький,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-kia-sportage-2040197.html
Новий Kia Sportage 2026,30 094 $,Без пробігу,Роботизована,,"Бензин, 1.6 л",Хмельницький,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-kia-sportage-2040193.html
Новий Kia Sportage 2025,30 985 $,Без пробігу,Роботизована,,"Гібрид (MHEV), 1.6 л",Хмельницький,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-kia-sportage-2038901.html
Новий Chery Himla 2026,25 836 $,Без пробігу,Механічна,,"Дизель, 2.3 л",Хмельницький,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-chery-himla-2042477.html
Новий Kia Sportage 2025,30 985 $,Без пробігу,Роботизована,,"Гібрид (MHEV), 1.6 л",Хмельницький,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-kia-sportage-2069105.html
Новий Kia Sportage 2026,30 094 $,Без пробігу,Роботизована,,"Бензин, 1.6 л",Хмельницький,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-kia-sportage-2051924.html
Новий Kia Sportage 2026,30 094 $,Без пробігу,Роботизована,,"Бензин, 1.6 л",Хмельницький,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-kia-sportage-2051891.html
Новий Kia XCeed 2025,22 960 $,Без пробігу,Механічна,,"Бензин, 1 л",Хмельницький,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-kia-xceed-2037677.html
Новий Kia Sportage 2026,30 094 $,Без пробігу,Роботизована,,"Бензин, 1.6 л",Хмельницький,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-kia-sportage-2055161.html
BMW X7 2020,62 820 $,140 тис. км,Автомат,,"Дизель, 3 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_bmw_x7_39441337.html
Новий Chery Tiggo 4 2026,16 585 $,Без пробігу,Механічна,,"Бензин, 1.5 л",Хмельницький,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-chery-tiggo-4-2031233.html
Новий Kia Sportage 2026,45 698 $,Без пробігу,Роботизована,,"Гібрид (HEV), 1.6 л",Хмельницький,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-kia-sportage-2069791.html
Новий Kia Tasman 2026,41 462 $,Без пробігу,Механічна,,"Дизель, 2.1 л",Хмельницький,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-kia-tasman-2064966.html
Новий Kia Sportage 2026,30 094 $,Без пробігу,Роботизована,,"Бензин, 1.6 л",Хмельницький,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-kia-sportage-2060189.html
Новий Chery Tiggo 4 2026,17 677 $,Без пробігу,Варіатор,,"Бензин, 1.5 л",Хмельницький,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-chery-tiggo-4-2043762.html
Новий Chery Himla 2026,25 836 $,Без пробігу,Механічна,,"Дизель, 2.3 л",Хмельницький,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-chery-himla-2064955.html
Новий MG One 2025,24 082 $,Без пробігу,Варіатор,,"Бензин, 1.5 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mg-one-2042780.html
Новий Mitsubishi L 200 2025,43 446 $,Без пробігу,Механічна,,"Дизель, 2.4 л",Луцьк,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mitsubishi-l-200-1988418.html
Новий Skoda Kodiaq 2026,46 030 $,Без пробігу,Роботизована,,"Бензин, 2 л",Вінниця,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-skoda-kodiaq-2072429.html
Новий Skoda Kodiaq 2026,46 030 $,Без пробігу,Роботизована,,"Бензин, 2 л",Вінниця,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-skoda-kodiaq-2071946.html
Новий BMW 5 Series 2026,92 222 $,Без пробігу,Автомат,,"Дизель, 3 л",Вінниця,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-bmw-5-series-2062040.html
Новий Kia Sportage 2026,30 094 $,Без пробігу,Роботизована,,"Бензин, 1.6 л",Житомир,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-kia-sportage-2072341.html
Новий Kia Tasman 2026,41 462 $,Без пробігу,Механічна,,"Дизель, 2.1 л",Житомир,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-kia-tasman-2072200.html
Новий Jetour T1 2025,36 335 $,Без пробігу,Роботизована,,"Гібрид (PHEV), 1.5 л",Житомир,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-jetour-t1-2055635.html
Новий Citroen C3 Aircross 2026,26 252 $,Без пробігу,Автомат,,"Гібрид (MHEV), 1.2 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-citroen-c3-aircross-2060514.html
Новий Citroen C5 Aircross 2025,34 904 $,Без пробігу,Автомат,,"Бензин, 1.6 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-citroen-c5-aircross-2058973.html
Новий Citroen C5 Aircross 2025,28 469 $,Без пробігу,Автомат,,"Дизель, 1.5 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-citroen-c5-aircross-2053568.html
Новий Citroen Berlingo 2026,25 307 $,Без пробігу,Механічна,,"Дизель, 1.5 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-citroen-berlingo-2009947.html
Новий Citroen C4 2025,24 416 $,Без пробігу,Автомат,,"Бензин, 1.2 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-citroen-c4-2009906.html
Fiat Tipo 2019,10 300 $,46 тис. км,Ручна / Механіка,,"Бензин, 1.37 л",Дніпро (Дніпропетровськ),Не був у ДТП,https://auto.ria.com/uk/auto_fiat_tipo_40039487.html
Новий Kia Sportage 2026,34 106 $,Без пробігу,Роботизована,,"Бензин, 1.6 л",Харків,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-kia-sportage-2073172.html
Новий Kia Tasman 2026,41 462 $,Без пробігу,Механічна,,"Дизель, 2.1 л",Харків,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-kia-tasman-2072575.html
Renault Zoe 2014,6 339 $,229 тис. км,,Не вказано,"Електро, 22 кВт·год",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_renault_zoe_39901147.html
Volvo V60 2014,7 999 $,305 тис. км,Автомат,,"Бензин, 2 л",Кам'янське (Дніпродзержинськ),Був у ДТП,https://auto.ria.com/uk/auto_volvo_v60_40028417.html
Новий Jeep Wrangler 2024,71 132 $,Без пробігу,Автомат,,"Бензин, 2 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-jeep-wrangler-2066912.html
Новий Skoda Karoq 2026,30 273 $,Без пробігу,Автомат,,"Бензин, 1.4 л",Ужгород,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-skoda-karoq-2073031.html
Новий Skoda Karoq 2026,30 273 $,Без пробігу,Автомат,,"Бензин, 1.4 л",Ужгород,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-skoda-karoq-2072683.html
Новий Skoda Octavia 2026,31 255 $,Без пробігу,Автомат,,"Бензин, 1.4 л",Ужгород,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-skoda-octavia-2059833.html
Новий Mercedes-Benz CLE-Class 2026,105 277 $,Без пробігу,Автомат,,"Гібрид (MHEV), 2 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mercedes-benz-cle-class-2061831.html
Новий Mercedes-Benz EQS 2022,105 163 $,Без пробігу,,770 км,"Електро, 107 кВт·год",Одеса,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mercedes-benz-eqs-2005273.html
Новий Mercedes-Benz EQS SUV 2023,143 829 $,Без пробігу,,507 км,"Електро, 108 кВт·год",Одеса,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mercedes-benz-eqs-suv-2000593.html
Новий Mercedes-Benz EQS 2023,141 864 $,Без пробігу,,770 км,"Електро, 107 кВт·год",Одеса,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mercedes-benz-eqs-1999391.html
Mazda 6 2010,7 400 $,258 тис. км,Ручна / Механіка,,"Газ/Бензин, 2 л",Вінниця,Не був у ДТП,https://auto.ria.com/uk/auto_mazda_6_40039248.html
Новий Hyundai Tucson 2026,33 063 $,Без пробігу,Автомат,,"Бензин, 2 л",Львів (Львів),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-hyundai-tucson-1982647.html
Новий Hyundai Tucson 2024,36 558 $,Без пробігу,Автомат,,"Бензин, 2.5 л",Львів (Львів),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-hyundai-tucson-2053737.html
Новий Hyundai i10 2025,18 856 $,Без пробігу,Автомат,,"Бензин, 1.2 л",Львів (Львів),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-hyundai-i10-1962951.html
Новий Hyundai Venue 2025,22 655 $,Без пробігу,Автомат,,"Бензин, 1.6 л",Львів (Львів),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-hyundai-venue-2006858.html
Mitsubishi Colt 2007,3 500 $,149 тис. км,Автомат,,"Бензин, 1.33 л",Овруч,Не був у ДТП,https://auto.ria.com/uk/auto_mitsubishi_colt_39961370.html
Geely Emgrand 7 (EC7) 2018,4 800 $,183 тис. км,Ручна / Механіка,,"Газ/Бензин, 1.5 л",Золотоноша,Не був у ДТП,https://auto.ria.com/uk/auto_geely_emgrand-7-ec7_32873970.html
Новий Suzuki Vitara 2026,24 697 $,Без пробігу,Автомат,,"Бензин, 1.4 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-suzuki-vitara-2062528.html
Новий Suzuki Vitara 2025,22 225 $,Без пробігу,Автомат,,"Бензин, 1.4 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-suzuki-vitara-2057777.html
Новий Suzuki Vitara 2026,25 076 $,Без пробігу,Автомат,,"Бензин, 1.4 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-suzuki-vitara-2071896.html
Новий Suzuki Swift 2025,19 093 $,Без пробігу,Варіатор,,"Бензин, 1.2 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-suzuki-swift-2062531.html
Новий Toyota Proace City 2026,28 231 $,Без пробігу,Механічна,,"Дизель, 1.5 л",Кривий Ріг,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-toyota-proace-city-2072319.html
Ford Focus 2006,3 499 $,300 тис. км,Ручна / Механіка,,"Газ/Бензин, 1.6 л",Острог,Не був у ДТП,https://auto.ria.com/uk/auto_ford_focus_40038884.html
Новий Chery Himla 2026,28 957 $,Без пробігу,Автомат,,"Дизель, 2.3 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-chery-himla-2071642.html
Новий Chery Himla 2026,25 836 $,Без пробігу,Механічна,,"Дизель, 2.3 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-chery-himla-2049124.html
Новий Jetour X70 Plus 2025,23 406 $,Без пробігу,Роботизована,,"Бензин, 1.6 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-jetour-x70-plus-2073951.html
Новий Chery Tiggo 7 2025,30 071 $,Без пробігу,Автомат,,"Гібрид (PHEV), 1.5 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-chery-tiggo-7-2073969.html
Mercedes-Benz E-Class 2003,5 400 $,344 тис. км,Автомат,,"Дизель, 2.69 л",Дніпро (Дніпропетровськ),Не був у ДТП,https://auto.ria.com/uk/auto_mercedes-benz_e-class_40039094.html
Новий Volkswagen Touareg 2026,66 620 $,Без пробігу,Автомат,,"Дизель, 3 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-volkswagen-touareg-2061846.html
Новий Infiniti QX55 2024,49 229 $,Без пробігу,Варіатор,,"Бензин, 2 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-infiniti-qx55-2003916.html
Peugeot 3008 2015,9 999 $,143 тис. км,Ручна / Механіка,,"Дизель, 1.6 л",Тернопіль,Не був у ДТП,https://auto.ria.com/uk/auto_peugeot_3008_40039057.html
Hyundai Santa FE 2008,5 200 $,254 тис. км,Автомат,,"Газ/Бензин, 2.66 л",Трускавець,Не був у ДТП,https://auto.ria.com/uk/auto_hyundai_santa-fe_40039029.html
Opel Astra 2009,4 990 $,227 тис. км,Ручна / Механіка,,"Бензин, 1.6 л",Звягель,Не був у ДТП,https://auto.ria.com/uk/auto_opel_astra_40038997.html
Новий Honda Civic 2024,39 055 $,Без пробігу,Варіатор,,"Гібрид (HEV), 2 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-honda-civic-2048015.html
Новий Audi Q7 2026,94 001 $,Без пробігу,Автомат,,"Дизель, 3 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-audi-q7-2071081.html
Новий Audi Q7 2026,96 512 $,Без пробігу,Автомат,,"Дизель, 3 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-audi-q7-2071075.html
Новий Audi Q7 2026,96 400 $,Без пробігу,Автомат,,"Дизель, 3 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-audi-q7-2070358.html
Новий Audi A6 2026,78 036 $,Без пробігу,Роботизована,,"Гібрид (MHEV), 2 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-audi-a6-2070133.html
Новий Audi Q7 2026,95 508 $,Без пробігу,Автомат,,"Дизель, 3 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-audi-q7-2070127.html
Новий Audi Q8 2026,117 531 $,Без пробігу,Автомат,,"Дизель, 3 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-audi-q8-2070124.html
Новий Audi Q8 2026,105 700 $,Без пробігу,Автомат,,"Дизель, 3 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-audi-q8-2060117.html
Новий Audi Q8 2026,89 999 $,Без пробігу,Автомат,,"Дизель, 3 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-audi-q8-2055708.html
Новий Audi Q7 2026,97 500 $,Без пробігу,Автомат,,"Дизель, 3 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-audi-q7-2053609.html
Новий Opel Frontera 2026,25 412 $,Без пробігу,Роботизована,,"Гібрид (MHEV), 1.2 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-opel-frontera-2069736.html
Renault Master 2010,8 300 $,243 тис. км,Ручна / Механіка,,"Дизель, 2.46 л",Хмельницький,Не був у ДТП,https://auto.ria.com/uk/auto_renault_master_40038962.html
Новий Honda CR-V 2026,56 632 $,Без пробігу,Варіатор,,"Гібрид (HEV), 2 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-honda-cr-v-2067826.html
Новий Honda Civic 2024,39 055 $,Без пробігу,Варіатор,,"Гібрид (HEV), 2 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-honda-civic-2047481.html
Volkswagen Golf 2001,4 200 $,227 тис. км,Ручна / Механіка,,"Бензин, 1.39 л",Харків,Не був у ДТП,https://auto.ria.com/uk/auto_volkswagen_golf_40038937.html
Новий ЗАЗ А10С3А 2024,119 104 $,Без пробігу,Автомат,,"Дизель, 4.1 л",Хмельницький,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-zaz-a10s3a-2001154.html
Audi Q5 2020,31 500 $,98 тис. км,Автомат,,"Бензин, 1.98 л",Київ,Був у ДТП,https://auto.ria.com/uk/auto_audi_q5_39730293.html
Новий Toyota RAV4 2025,49 604 $,Без пробігу,Варіатор,,"Гібрид (HEV), 2.5 л",Хмельницький,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-toyota-rav4-2066165.html
Renault Master 2022,23 200 $,286 тис. км,Ручна / Механіка,,"Дизель, 2.3 л",Гусятин,Не був у ДТП,https://auto.ria.com/uk/auto_renault_master_40038840.html
Новий Skoda Octavia 2026,31 030 $,Без пробігу,Автомат,,"Бензин, 1.4 л",Івано-Франківськ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-skoda-octavia-2061365.html
Новий Skoda Octavia 2026,28 934 $,Без пробігу,Автомат,,"Бензин, 1.4 л",Івано-Франківськ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-skoda-octavia-2062784.html
Новий Skoda Superb 2026,53 076 $,Без пробігу,Роботизована,,"Бензин, 2 л",Івано-Франківськ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-skoda-superb-2049741.html
Новий Skoda Kamiq 2025,22 893 $,Без пробігу,Роботизована,,"Бензин, 1 л",Івано-Франківськ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-skoda-kamiq-2034299.html
Новий Skoda Karoq 2026,29 848 $,Без пробігу,Автомат,,"Бензин, 1.4 л",Івано-Франківськ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-skoda-karoq-2015090.html
Новий Jetour X70 Plus 2025,23 406 $,Без пробігу,Роботизована,,"Бензин, 1.6 л",Львів (Львів),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-jetour-x70-plus-2058538.html
Nissan Micra 2010,5 500 $,185 тис. км,Автомат,,"Бензин, 1.25 л",Борислав,Не був у ДТП,https://auto.ria.com/uk/auto_nissan_micra_40038775.html
Новий Skoda Superb 2026,49 822 $,Без пробігу,Роботизована,,"Дизель, 2 л",Івано-Франківськ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-skoda-superb-2071996.html
Новий Skoda Karoq 2025,35 198 $,Без пробігу,Автомат,,"Бензин, 1.4 л",Івано-Франківськ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-skoda-karoq-2067387.html
Новий Hyundai Elantra 2026,23 785 $,Без пробігу,Автомат,,"Бензин, 1.6 л",Харків,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-hyundai-elantra-2071812.html
Новий Mercedes-Benz GLS-Class 2025,142 010 $,Без пробігу,Автомат,,"Дизель, 3 л",Харків,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mercedes-benz-gls-class-2067685.html
Новий Nissan Qashqai 2026,32 563 $,Без пробігу,Варіатор,,"Гібрид (MHEV), 1.3 л",Тернопіль,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-nissan-qashqai-2074111.html
Новий BMW 7 Series 2025,150 770 $,Без пробігу,Автомат,,"Дизель, 3 л",Полтава,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-bmw-7-series-2071829.html
Новий MG Cyberster 2026,66 631 $,Без пробігу,,443 км,"Електро, 77 кВт·год",Одеса,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mg-cyberster-2033770.html
Новий MG One 2025,24 082 $,Без пробігу,Варіатор,,"Бензин, 1.5 л",Миколаїв (Миколаїв),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mg-one-2043226.html
Новий Jetour X50 2026,16 451 $,Без пробігу,Механічна,,"Бензин, 1.5 л",Львів (Львів),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-jetour-x50-2065117.html
Новий Ford Transit 2025,55 102 $,Без пробігу,Автомат,,"Дизель, 2 л",Житомир,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-ford-transit-2073101.html
Новий Ford Kuga 2023,27 864 $,Без пробігу,Автомат,,"Бензин, 1.5 л",Житомир,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-ford-kuga-2030329.html
Новий Kia Sportage 2025,30 985 $,Без пробігу,Роботизована,,"Гібрид (MHEV), 1.6 л",Львів (Львів),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-kia-sportage-2068370.html
Новий Ford Puma 2026,26 247 $,Без пробігу,Автомат,,"Бензин, 1 л",Дніпро (Дніпропетровськ),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-ford-puma-2063032.html
Новий Ford Transit 2025,54 213 $,Без пробігу,Автомат,,"Дизель, 2 л",Дніпро (Дніпропетровськ),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-ford-transit-2042609.html
Новий Chery Tiggo 2 Pro 2026,14 913 $,Без пробігу,Варіатор,,"Бензин, 1.5 л",Харків,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-chery-tiggo-2-pro-2073643.html
Новий Ford Puma 2026,26 793 $,Без пробігу,Автомат,,"Гібрид (MHEV), 1 л",Дніпро (Дніпропетровськ),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-ford-puma-2069494.html
Новий Hyundai Venue 2025,23 533 $,Без пробігу,Автомат,,"Бензин, 1.6 л",Кропивницький (Кіровоград),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-hyundai-venue-2053000.html
Audi Q8 2019,57 633 $,78 тис. км,Автомат,,"Дизель, 2.97 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_audi_q8_39212305.html
Новий Hyundai Ioniq 5 2025,66 095 $,Без пробігу,,435 км,"Електро, 84 кВт·год",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-hyundai-ioniq-5-2041764.html
Новий Hyundai i10 2025,18 939 $,Без пробігу,Автомат,,"Бензин, 1.2 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-hyundai-i10-2040734.html
Новий Hyundai i10 2025,18 939 $,Без пробігу,Автомат,,"Бензин, 1.2 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-hyundai-i10-2037192.html
Новий Opel Grandland 2025,35 406 $,Без пробігу,Автомат,,"Бензин, 1.6 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-opel-grandland-2024561.html
Новий Hyundai Sonata 2024,34 594 $,Без пробігу,Автомат,,"Бензин, 2.5 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-hyundai-sonata-2020347.html
Новий MG HS 2025,29 756 $,Без пробігу,Автомат,,"Бензин, 2 л",Львів (Львів),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mg-hs-2016988.html
Новий Kia Sportage 2025,30 985 $,Без пробігу,Роботизована,,"Гібрид (MHEV), 1.6 л",Львів (Львів),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-kia-sportage-2072840.html
Новий Kia Sportage 2026,34 106 $,Без пробігу,Роботизована,,"Бензин, 1.6 л",Львів (Львів),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-kia-sportage-2072817.html
Новий Hyundai Kona 2026,34 206 $,Без пробігу,Роботизована,,"Гібрид (HEV), 1.6 л",Івано-Франківськ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-hyundai-kona-2070993.html
Новий MG HS 2025,23 348 $,Без пробігу,Роботизована,,"Бензин, 1.5 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mg-hs-2065673.html
Новий MG HS 2025,29 756 $,Без пробігу,Автомат,,"Бензин, 2 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mg-hs-2062535.html
Новий MG HS 2025,25 889 $,Без пробігу,Роботизована,,"Бензин, 1.5 л",Харків,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mg-hs-2052039.html
Новий Renault Kardian 2025,21 400 $,Без пробігу,Варіатор,,"Бензин, 1 л",Дніпро (Дніпропетровськ),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-renault-kardian-2027841.html
Новий Skoda Kodiaq 2026,43 385 $,Без пробігу,Роботизована,,"Бензин, 2 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-skoda-kodiaq-2070346.html
Новий MG HS 2025,31 684 $,Без пробігу,Гібридна,,"Гібрид (HEV), 1.5 л",Харків,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mg-hs-2069443.html
Новий MG HS 2025,29 756 $,Без пробігу,Автомат,,"Бензин, 2 л",Дніпро (Дніпропетровськ),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mg-hs-2063025.html
Новий Opel Grandland 2025,30 292 $,Без пробігу,Автомат,,"Бензин, 1.6 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-opel-grandland-2058572.html
Новий Renault Kardian 2025,18 533 $,Без пробігу,Механічна,,"Бензин, 1 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-renault-kardian-2017003.html
Новий MG HS 2026,25 889 $,Без пробігу,Роботизована,,"Бензин, 1.5 л",Дніпро (Дніпропетровськ),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mg-hs-2072062.html
Новий Ford Tourneo Courier 2025,26 084 $,Без пробігу,Автомат,,"Бензин, 1 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-ford-tourneo-courier-2027249.html
Новий Lexus RX 2026,79 686 $,Без пробігу,Автомат,,"Бензин, 2.4 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-lexus-rx-2073154.html
Новий MG HS 2025,36 167 $,Без пробігу,Автомат,,"Гібрид (PHEV), 1.5 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mg-hs-2071524.html
Новий Kia Sorento 2025,60 187 $,Без пробігу,Автомат,,"Дизель, 2.2 л",Вінниця,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-kia-sorento-2049841.html
Новий Kia Sportage 2025,28 957 $,Без пробігу,Роботизована,,"Бензин, 1.6 л",Харків,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-kia-sportage-2026416.html
Новий Ford Puma 2025,23 741 $,Без пробігу,Автомат,,"Гібрид (MHEV), 1 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-ford-puma-2058356.html
Новий Mitsubishi Outlander 2026,33 415 $,Без пробігу,Варіатор,,"Бензин, 2.5 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mitsubishi-outlander-2072580.html
Новий Suzuki S-Cross 2026,23 384 $,Без пробігу,Механічна,,"Бензин, 1.4 л",Кропивницький (Кіровоград),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-suzuki-s-cross-2072428.html
Новий Ford Transit Courier 2025,27 864 $,Без пробігу,Механічна,,"Дизель, 1.5 л",Харків,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-ford-transit-courier-2056840.html
Новий Kia Tasman 2026,41 462 $,Без пробігу,Механічна,,"Дизель, 2.1 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-kia-tasman-2073977.html
Новий Kia Tasman 2026,41 462 $,Без пробігу,Механічна,,"Дизель, 2.1 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-kia-tasman-2073972.html
Новий Kia Sportage 2026,30 094 $,Без пробігу,Роботизована,,"Бензин, 1.6 л",Чернівці (Чернівці),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-kia-sportage-2071769.html
Новий Skoda Karoq 2026,31 200 $,Без пробігу,Автомат,,"Бензин, 1.4 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-skoda-karoq-2069936.html
Новий Hyundai Tucson 2026,27 385 $,Без пробігу,Автомат,,"Бензин, 2 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-hyundai-tucson-2068061.html
