name,price,mileage,transmission,range_km,fuel,city,road_accident,link
Suzuki Vitara 2019,15 000 $,139 тис. км,Автомат,,"Бензин, 1 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_suzuki_vitara_39999797.html
Mercedes-Benz Sprinter 2021,28 900 $,197 тис. км,Ручна / Механіка,,"Дизель, 2 л",Рівне (Рівненська),Не був у ДТП,https://auto.ria.com/uk/auto_mercedes-benz_sprinter_39998689.html
Mazda CX-5 2019,19 000 $,108 тис. км,Автомат,,"Бензин, 2 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_mazda_cx-5_39998436.html
Mercedes-Benz GL-Class 2014,24 946 $,243 тис. км,Автомат,,"Бензин, 3 л",Костопіль,Був у ДТП,https://auto.ria.com/uk/auto_mercedes-benz_gl-class_39997539.html
Audi e-tron Sportback 2021,31 900 $,64 тис. км,,340 км,"Електро, 71 кВт·год",Івано-Франківськ,Не був у ДТП,https://auto.ria.com/uk/auto_audi_e-tron-sportback_39993709.html
Nissan Juke 2012,9 900 $,130 тис. км,Варіатор,,"Газ/Бензин, 1.6 л",Полтава,Не був у ДТП,https://auto.ria.com/uk/auto_nissan_juke_39722870.html
Hyundai Santa FE 2023,45 700 $,33 тис. км,Автомат,,"Дизель, 2.15 л",Бровари,Не був у ДТП,https://auto.ria.com/uk/auto_hyundai_santa-fe_39855990.html
Land Rover Range Rover 2013,42 000 $,111 тис. км,Автомат,,"Дизель, 4.37 л",Татарбунари,Не був у ДТП,https://auto.ria.com/uk/auto_land-rover_range-rover_39854433.html
Volkswagen Passat 2019,22 000 $,195 тис. км,Робот,,"Дизель, 1.97 л",Трускавець,Не був у ДТП,https://auto.ria.com/uk/auto_volkswagen_passat_37693054.html
Chevrolet Bolt EV 2019,16 799 $,60 тис. км,,Не вказано,Електро,Харків,Не був у ДТП,https://auto.ria.com/uk/auto_chevrolet_bolt-ev_34674862.html
Volkswagen Tiguan 2017,22 000 $,123 тис. км,Автомат,,"Дизель, 1.98 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_volkswagen_tiguan_39848716.html
Audi Q8 2020,62 900 $,56 тис. км,Автомат,,"Дизель, 2.97 л",Павлоград,Не був у ДТП,https://auto.ria.com/uk/auto_audi_q8_39983373.html
Audi A4 2022,38 200 $,12 тис. км,Автомат,,"Бензин, 1.98 л",Рівне (Рівненська),Був у ДТП,https://auto.ria.com/uk/auto_audi_a4_39560969.html
Mercedes-Benz V-Class 2017,49 950 $,152 тис. км,Автомат,,"Дизель, 2.14 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_mercedes-benz_v-class_39979535.html
Ford Escape 2013,11 400 $,191 тис. км,Автомат,,"Газ/Бензин, 2.5 л",Жовква,Був у ДТП,https://auto.ria.com/uk/auto_ford_escape_37777781.html
BMW X6 2022,87 000 $,24 тис. км,Автомат,,"Дизель, 2.99 л",Дніпро (Дніпропетровськ),Не був у ДТП,https://auto.ria.com/uk/auto_bmw_x6_39975494.html
Mercedes-Benz S-Class 2016,38 000 $,162 тис. км,Автомат,,4.7 л,Київ,Не був у ДТП,https://auto.ria.com/uk/auto_mercedes-benz_s-class_38581810.html
Mercedes-Benz GLC-Class 2023,42 000 $,15 тис. км,Автомат,,"Гібрид (MHEV), 2 л",Новояворівськ,Був у ДТП,https://auto.ria.com/uk/auto_mercedes-benz_glc-class_39972910.html
Porsche Cayenne 2015,32 500 $,130 тис. км,Автомат,,"Дизель, 2.97 л",Полтава,Був у ДТП,https://auto.ria.com/uk/auto_porsche_cayenne_38571631.html
Mercedes-Benz Sprinter 2017,22 900 $,186 тис. км,Автомат,,"Дизель, 2.2 л",Рівне (Рівненська),Не був у ДТП,https://auto.ria.com/uk/auto_mercedes-benz_sprinter_39971425.html
Mercedes-Benz Sprinter 2021,36 900 $,178 тис. км,Ручна / Механіка,,"Дизель, 3 л",Рівне (Рівненська),Не був у ДТП,https://auto.ria.com/uk/auto_mercedes-benz_sprinter_39971379.html
Audi Q5 2020,31 000 $,55 тис. км,Автомат,,"Бензин, 2 л",Київ,Був у ДТП,https://auto.ria.com/uk/auto_audi_q5_39095425.html
Audi Q4 e-tron 2024,33 200 $,42 тис. км,,Не вказано,"Електро, 84.8 кВт·год",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_audi_q4-e-tron_39970317.html
Volkswagen Passat 2013,10 500 $,322 тис. км,Ручна / Механіка,,"Дизель, 1.97 л",Радомишль,Не був у ДТП,https://auto.ria.com/uk/auto_volkswagen_passat_39967379.html
Audi A4 2020,25 999 $,108 тис. км,Автомат,,"Бензин, 2 л",Львів (Львівська),Був у ДТП,https://auto.ria.com/uk/auto_audi_a4_39961705.html
Mercedes-Benz B-Class 2015,10 500 $,107 тис. км,,200 км,"Електро, 31 кВт·год",Одеса,Не був у ДТП,https://auto.ria.com/uk/auto_mercedes-benz_b-class_37388261.html
Mercedes-Benz Sprinter 2021,26 900 $,196 тис. км,Ручна / Механіка,,"Дизель, 2.2 л",Рівне (Рівненська),Не був у ДТП,https://auto.ria.com/uk/auto_mercedes-benz_sprinter_39706426.html
Mercedes-Benz Sprinter 2019,28 900 $,174 тис. км,Автомат,,"Дизель, 2.2 л",Рівне (Рівненська),Не був у ДТП,https://auto.ria.com/uk/auto_mercedes-benz_sprinter_39875144.html
Mercedes-Benz Sprinter 2021,35 900 $,119 тис. км,Автомат,,"Дизель, 2.2 л",Рівне (Рівненська),Не був у ДТП,https://auto.ria.com/uk/auto_mercedes-benz_sprinter_39888126.html
Opel Movano 1999,5 300 $,717 тис. км,Ручна / Механіка,,"Дизель, 2.5 л",Волочиськ,Не був у ДТП,https://auto.ria.com/uk/auto_opel_movano_39958487.html
Mercedes-Benz GLE-Class 2016,42 000 $,150 тис. км,Автомат,,"Дизель, 2.99 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/auto_mercedes-benz_gle-class_39957450.html
Mercedes-Benz S-Class 2015,53 900 $,170 тис. км,Автомат,,"Бензин, 5.46 л",Дніпро (Дніпропетровськ),Не був у ДТП,https://auto.ria.com/uk/auto_mercedes-benz_s-class_39957212.html
Hyundai Ioniq 5 2024,25 999 $,34 тис. км,,500 км,"Електро, 77.4 кВт·год",Львів (Львівська),Був у ДТП,https://auto.ria.com/uk/auto_hyundai_ioniq-5_39952851.html
Toyota Land Cruiser Prado 2019,39 500 $,119 тис. км,Автомат,,"Газ/Бензин, 3.96 л",Рівне (Рівненська),Не був у ДТП,https://auto.ria.com/uk/auto_toyota_land-cruiser-prado_39948262.html
Zeekr 001 2025,42 700 $,19 тис. км,,675 км,"Електро, 95 кВт·год",Побузьке,Не був у ДТП,https://auto.ria.com/uk/auto_zeekr_001_39496622.html
Hyundai Tucson 2023,26 500 $,79 тис. км,Автомат,,"Бензин, 2 л",Українка (Київська),Не був у ДТП,https://auto.ria.com/uk/auto_hyundai_tucson_39944355.html
Tesla Model 3 2024,25 999 $,18 тис. км,Редуктор,,Не вказано,Чернівці (Чернівецька),Був у ДТП,https://auto.ria.com/uk/auto_tesla_model-3_39655586.html
Tesla Model 3 2024,36 500 $,10 тис. км,,528 км,"Електро, 82 кВт·год",Київ,Був у ДТП,https://auto.ria.com/uk/auto_tesla_model-3_39787228.html
Volkswagen Multivan 2019,57 900 $,73 тис. км,Робот,,"Дизель, 2 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/auto_volkswagen_multivan_39480953.html
Porsche Macan 2017,32 500 $,121 тис. км,Автомат,,"Бензин, 3 л",Київ,Був у ДТП,https://auto.ria.com/uk/auto_porsche_macan_39931449.html
Audi A4 2021,24 500 $,83 тис. км,Автомат,,"Бензин, 2 л",Одеса,Був у ДТП,https://auto.ria.com/uk/auto_audi_a4_38302413.html
Honda CR-V 2017,20 490 $,194 тис. км,Варіатор,,"Бензин, 1.5 л",Чернігів,Був у ДТП,https://auto.ria.com/uk/auto_honda_cr-v_39776724.html
Tesla Model 3 2021,23 500 $,44 тис. км,,Не вказано,"Електро, 82.5 кВт·год",Київ,Був у ДТП,https://auto.ria.com/uk/auto_tesla_model-3_39916678.html
Tesla Model 3 2022,19 499 $,99 тис. км,,400 км,"Електро, 60 кВт·год",Київ,Був у ДТП,https://auto.ria.com/uk/auto_tesla_model-3_39766914.html
Tesla Model 3 2022,21 500 $,93 тис. км,,500 км,"Електро, 82 кВт·год",Київ,Був у ДТП,https://auto.ria.com/uk/auto_tesla_model-3_39903568.html
Tesla Model 3 2024,30 499 $,29 тис. км,,629 км,"Електро, 82 кВт·год",Київ,Був у ДТП,https://auto.ria.com/uk/auto_tesla_model-3_39768960.html
Новий Skoda Kodiaq 2026,46 144 $,Без пробігу,Роботизована,,"Бензин, 2 л",Харків,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-skoda-kodiaq-2074127.html
Новий Zeekr 7X 2025,43 000 $,Без пробігу,,543 км,"Електро, 100 кВт·год",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-zeekr-7x-2072024.html
Land Rover Range Rover Sport 2024,161 500 $,38 тис. км,Автомат,,"Дизель, 3 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_land-rover_range-rover-sport_40039154.html
Mercedes-Benz Actros 2016,46 900 $,950 тис. км,Автомат,,"Дизель, 12.81 л",Мукачево,Не був у ДТП,https://auto.ria.com/uk/auto_mercedes-benz_actros_39360503.html
Новий Fiat Ducato 2024,27 842 $,Без пробігу,Механічна,,"Дизель, 2.2 л",Тернопіль,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-fiat-ducato-2071737.html
Iveco / Irisbus Domino 2007,55 000 $,850 тис. км,Не вказано,,"Дизель, 10.31 л",Кременчук,Не був у ДТП,https://auto.ria.com/uk/auto_iveco-irisbus_domino_40036020.html
Mercedes-Benz A-Class 2010,7 900 $,76 тис. км,Автомат,,"Бензин, 1.7 л",Хмельницький,Не був у ДТП,https://auto.ria.com/uk/auto_mercedes-benz_a-class_39842339.html
Volkswagen Passat 2021,17 500 $,130 тис. км,Не вказано,,"Бензин, 1.98 л",Київ,Був у ДТП,https://auto.ria.com/uk/auto_volkswagen_passat_39682366.html
Audi Q7 2012,10 999 $,237 тис. км,Автомат,,"Бензин, 3 л",Запоріжжя,Не був у ДТП,https://auto.ria.com/uk/auto_audi_q7_39952712.html
Mazda 6 2008,6 000 $,287 тис. км,Ручна / Механіка,,"Газ/Бензин, 2 л",Тернопіль,Був у ДТП,https://auto.ria.com/uk/auto_mazda_6_35379203.html
Toyota Camry 2010,11 900 $,64 тис. км,Автомат,,2.5 л,Дніпро (Дніпропетровськ),Не був у ДТП,https://auto.ria.com/uk/auto_toyota_camry_39986521.html
Hyundai Tucson 2008,8 500 $,128 тис. км,Ручна / Механіка,,"Газ/Бензин, 2 л",Дніпро (Дніпропетровськ),Не був у ДТП,https://auto.ria.com/uk/auto_hyundai_tucson_39968960.html
Mercedes-Benz GLS-Class 2022,95 000 $,121 тис. км,Автомат,,"Дизель, 2.93 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_mercedes-benz_gls-class_39187365.html
Mercedes-Benz Sprinter 2021,27 500 $,349 тис. км,Автомат,,"Дизель, 1.95 л",Вінниця,Не був у ДТП,https://auto.ria.com/uk/auto_mercedes-benz_sprinter_40037290.html
Nissan Primastar 2004,6 350 $,373 тис. км,Ручна / Механіка,,"Дизель, 1.9 л",Дрогобич,Не був у ДТП,https://auto.ria.com/uk/auto_nissan_primastar_40036403.html
Jaguar I-Pace 2018,21 900 $,90 тис. км,,420 км,"Електро, 90 кВт·год",Чернівці (Чернівецька),Не був у ДТП,https://auto.ria.com/uk/auto_jaguar_i-pace_40036351.html
Volkswagen Golf 2012,8 490 $,190 тис. км,Ручна / Механіка,,"Бензин, 1.4 л",Дрогобич,Не був у ДТП,https://auto.ria.com/uk/auto_volkswagen_golf_40036220.html
BMW X3 2019,25 400 $,157 тис. км,Автомат,,"Бензин, 2 л",Шептицький,Не був у ДТП,https://auto.ria.com/uk/auto_bmw_x3_40036170.html
Volkswagen Multivan 2017,20 500 $,155 тис. км,Автомат,,"Дизель, 1.98 л",Дніпро (Дніпропетровськ),Не був у ДТП,https://auto.ria.com/uk/auto_volkswagen_multivan_40035861.html
Toyota Corolla 2016,10 300 $,188 тис. км,Автомат,,"Бензин, 1.6 л",Вінниця,Не був у ДТП,https://auto.ria.com/uk/auto_toyota_corolla_40035604.html
Tesla Model 3 2019,17 500 $,106 тис. км,,450 км,"Електро, 75 кВт·год",Київ,Був у ДТП,https://auto.ria.com/uk/auto_tesla_model-3_40034989.html
Renault Grand Scenic 2014,10 300 $,257 тис. км,Ручна / Механіка,,"Дизель, 1.6 л",Луцьк,Не був у ДТП,https://auto.ria.com/uk/auto_renault_grand-scenic_40034801.html
Volkswagen Golf 2015,12 500 $,190 тис. км,Автомат,,"Дизель, 1.97 л",Городенка,Не був у ДТП,https://auto.ria.com/uk/auto_volkswagen_golf_40034344.html
Skoda Kodiaq 2021,35 900 $,145 тис. км,Автомат,,"Дизель, 2 л",Рівне (Рівненська),Не був у ДТП,https://auto.ria.com/uk/auto_skoda_kodiaq_39515541.html
Mitsubishi Outlander 2004,5 400 $,253 тис. км,Автомат,,"Газ/Бензин, 2.4 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/auto_mitsubishi_outlander_39360029.html
Renault Duster 2022,16 598 $,199 тис. км,Ручна / Механіка,,"Дизель, 1.5 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_renault_duster_39825419.html
Renault Duster 2022,19 019 $,143 тис. км,Ручна / Механіка,,"Дизель, 1.5 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_renault_duster_39825464.html
Porsche Cayenne 2020,55 900 $,128 тис. км,Не вказано,,"Бензин, 3 л",Дніпро (Дніпропетровськ),Не був у ДТП,https://auto.ria.com/uk/auto_porsche_cayenne_38716693.html
Honda Civic 2008,5 500 $,200 тис. км,Робот,,"Бензин, 1.8 л",Лубни,Не був у ДТП,https://auto.ria.com/uk/auto_honda_civic_40025138.html
BMW X3 2017,16 700 $,117 тис. км,Автомат,,"Бензин, 2 л",Львів (Львівська),Був у ДТП,https://auto.ria.com/uk/auto_bmw_x3_39999117.html
Ford Mondeo 1998,1 700 $,350 тис. км,Ручна / Механіка,,Газ/Бензин,Івано-Франківськ,Не був у ДТП,https://auto.ria.com/uk/auto_ford_mondeo_40032720.html
Skoda Octavia 2019,13 500 $,166 тис. км,Автомат,,"Газ/Бензин, 1.6 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_skoda_octavia_40032689.html
JCB 8026 2020,34 726 $,Без пробігу,Не вказано,,Дизель,Тернопіль,Не був у ДТП,https://auto.ria.com/uk/auto_jcb_8026_40032639.html
Toyota Land Cruiser Prado 2024,62 000 $,23 тис. км,Автомат,,"Дизель, 2.76 л",Хмельницький,Не був у ДТП,https://auto.ria.com/uk/auto_toyota_land-cruiser-prado_40032471.html
Dodge Challenger 2018,20 900 $,130 тис. км,Автомат,,"Газ/Бензин, 3.6 л",Львів (Львівська),Був у ДТП,https://auto.ria.com/uk/auto_dodge_challenger_40032338.html
BMW X5 2012,15 900 $,386 тис. км,Автомат,,"Дизель, 3 л",Баранівка,Був у ДТП,https://auto.ria.com/uk/auto_bmw_x5_39285278.html
Audi SQ5 2021,41 900 $,53 тис. км,Автомат,,"Бензин, 3 л",Дніпро (Дніпропетровськ),Був у ДТП,https://auto.ria.com/uk/auto_audi_sq5_39906728.html
Ford Fusion 2016,10 500 $,186 тис. км,Автомат,,"Газ/Бензин, 2.49 л",Київ,Був у ДТП,https://auto.ria.com/uk/auto_ford_fusion_39990822.html
BMW 3 Series 2014,14 999 $,157 тис. км,Автомат,,"Бензин, 2 л",Одеса,Був у ДТП,https://auto.ria.com/uk/auto_bmw_3-series_40030556.html
Mercedes-Benz GLE-Class 2019,54 000 $,132 тис. км,Автомат,,"Дизель, 2.93 л",Луцьк,Не був у ДТП,https://auto.ria.com/uk/auto_mercedes-benz_gle-class_40030473.html
Mazda CX-5 2018,19 000 $,153 тис. км,Автомат,,Бензин,Одеса,Був у ДТП,https://auto.ria.com/uk/auto_mazda_cx-5_40030107.html
